Date,Bitcoin ,Ethereum ,Tether,XRP,Chainlink ,Bitcoin Cash,Litecoin,Binance,Polkadot,Cardano
2020-10-10,11296.36133,370.96759,1.000884,0.25429,10.524793,237.323517,48.921097,28.312487,4.252955,0.105025
2020-10-09,11079.46582,366.046417,1.00278,0.253676,10.38892,237.635513,47.879044,28.457792,4.273632,0.101838
2020-10-08,10923.62793,351.455658,1.001632,0.251615,9.547591,233.944672,47.238403,27.749296,4.117292,0.096242
2020-10-07,10679.13672,342.119781,1.000901,0.249041,8.982041,223.555847,46.674709,27.758896,3.859264,0.093936
2020-10-06,10621.66406,341.021149,1.001835,0.24586,8.780581,220.443756,46.023781,27.767237,3.755649,0.092909
2020-10-05,10804.00098,354.2771,1.001419,0.250896,9.64621,222.385849,46.379383,28.658798,4.170383,0.097687
2020-10-04,10684.42871,353.121918,1.001763,0.248502,9.424563,221.806549,46.750809,29.064274,null,0.096301
2020-10-03,10565.49316,347.321594,1.002561,0.233505,9.305865,219.742188,45.653278,28.271854,null,0.093684
2020-10-02,10585.16406,346.532654,1.001953,0.234202,9.23312,220.188232,44.979713,27.32098,null,0.092913
2020-10-01,10623.33008,353.231293,0.999962,0.238361,9.647449,228.157867,46.283142,27.470755,4.346024,0.097878
2020-09-30,10787.61816,360.022369,1.002569,0.242311,9.857672,228.100922,46.284039,29.330982,4.353697,0.101146
2020-09-29,10848.83008,359.963409,1.001193,0.243139,10.111197,229.235947,45.698059,28.852825,4.500073,0.101136
2020-09-28,10721.32715,354.9505,1.002695,0.242051,10.317588,226.351013,45.270668,26.984694,4.401093,0.100696
2020-09-27,10774.42676,357.321686,1.000534,0.243252,10.773764,229.073975,46.010441,26.239866,4.302318,0.101206
2020-09-26,10754.4375,354.965271,1.002689,0.242369,10.335216,221.877838,46.131226,26.238441,4.334268,0.09555
2020-09-25,10702.29004,352.161865,1.002644,0.241805,10.715446,216.659714,46.008736,24.678379,4.423528,0.096909
2020-09-24,10745.54883,349.356659,1.002381,0.233018,9.833251,216.693863,44.961006,24.622034,4.382961,0.082895
2020-09-23,10225.86426,320.585541,1.002652,0.221657,7.68582,208.165115,43.042057,22.872679,4.027708,0.07683
2020-09-22,10538.45996,344.503174,1.001444,0.233417,8.764185,220.034225,44.545048,24.10074,4.174463,0.081754
2020-09-21,10462.25977,341.786072,1.003263,0.232138,8.759941,213.515656,43.390221,23.267879,null,0.080428
2020-09-20,10938.27148,371.052826,1.002654,0.246743,9.768123,226.41571,47.100529,26.392134,null,0.089433
2020-09-19,11094.34668,385.544373,1.002017,0.251716,10.147277,233.628265,48.67683,27.251112,null,0.091657
2020-09-18,10944.58594,384.364532,0.999502,0.250707,10.081642,234.208633,48.462814,27.399481,null,0.091081
2020-09-17,10948.99023,389.019226,1.001878,0.252194,10.98888,233.167465,48.877068,26.99313,null,0.094217
2020-09-16,10974.90527,365.812286,1.003444,0.247847,10.761816,231.771515,47.933434,27.964594,null,0.09165
2020-09-15,10796.95117,364.839233,1.002487,0.24385,10.978154,235.629379,48.390099,27.202391,null,0.093496
2020-09-14,10680.83789,377.26886,1.001289,0.246327,12.119579,226.264236,49.090126,31.178642,null,0.096769
2020-09-13,10323.75586,365.570007,0.999213,0.241801,11.993546,221.826004,48.066036,31.05863,null,0.094856
2020-09-12,10442.1709,387.183105,1.001307,0.247814,12.769032,230.293839,50.817154,28.529848,null,0.097598
2020-09-11,10400.91504,374.695587,1.001517,0.243292,12.501496,225.53772,49.089752,25.451414,null,0.096989
2020-09-10,10363.13867,368.101898,1.001457,0.24353,12.551313,227.713486,48.716854,24.559889,null,0.097156
2020-09-09,10242.34766,351.110016,1.002102,0.239609,12.377293,224.676956,47.897697,24.530291,null,0.093349
2020-09-08,10131.5166,337.602112,1.001025,0.236753,11.785031,222.536987,47.383801,23.190248,null,0.091011
2020-09-07,10369.56348,352.673492,1.000537,0.242174,12.426578,228.608948,48.770107,22.393307,null,0.093333
2020-09-06,10280.35156,353.362274,1.002838,0.240731,12.91373,228.453278,48.053574,23.190662,null,0.09306
2020-09-05,10169.56738,335.260071,1.000151,0.237692,10.611472,225.300812,47.58934,19.478767,null,0.089923
2020-09-04,10511.81348,388.24115,1.003686,0.255883,12.492867,231.874603,50.611977,21.056107,5.146038,0.102445
2020-09-03,10245.29688,385.671936,1.005495,0.24658,12.016678,216.062408,47.774113,20.619886,5.747868,0.096154
2020-09-02,11414.03418,440.040497,1.001828,0.276461,14.897397,264.118622,58.099648,24.690361,6.139465,0.115613
2020-09-01,11970.47852,477.05191,1.003957,0.295696,16.121492,292.719788,62.88279,24.822096,6.288766,0.125411
2020-08-31,11680.82031,435.079742,1.003191,0.281766,15.708488,274.543182,61.113796,23.19305,6.30002,0.122688
2020-08-30,11711.50586,428.395721,1.001173,0.283034,16.472963,279.06955,62.725342,23.644915,5.869881,0.117437
2020-08-29,11506.86523,399.921478,1.002824,0.274497,16.567078,268.954285,57.291733,23.011272,6.159143,0.116712
2020-08-28,11542.5,395.874664,1.002036,0.272046,15.15606,268.914703,57.354404,23.133812,6.159955,0.109453
2020-08-27,11323.39746,382.632629,1.002206,0.264511,14.497711,264.58432,56.041016,23.080753,5.628337,0.106824
2020-08-26,11488.36328,386.466125,1.001853,0.277491,15.251755,275.571014,58.358173,22.277304,6.081717,0.115285
2020-08-25,11366.13477,384.001038,1.002365,0.277927,14.216811,276.799194,58.580666,21.475367,5.523393,0.113292
2020-08-24,11774.5957,408.144196,1.001976,0.289215,15.183359,291.325958,62.199425,22.605852,4.602614,0.124488
2020-08-23,11664.84766,391.384491,1.002345,0.285386,15.174676,284.957062,60.62326,21.870842,3.967066,0.121595
2020-08-22,11681.8252,395.835144,1.000956,0.286546,15.960192,287.362427,60.311157,22.23982,4.48469,0.125276
2020-08-21,11592.48926,389.126343,1.004549,0.280682,13.800856,284.298248,59.379021,22.128994,2.875028,0.12376
2020-08-20,11878.37207,416.439789,1.000409,0.292573,16.091297,294.791626,62.966755,23.092577,2.90008,0.133642
2020-08-19,11758.2832,406.463776,1.002408,0.290246,16.239985,292.698578,62.004627,22.310396,,0.129275
2020-08-18,11991.2334,423.669312,1.00272,0.303307,16.241375,304.174988,65.527534,23.067181,,0.137427
2020-08-17,12254.40234,429.53125,1.000111,0.314767,16.705545,317.298767,67.028038,23.510103,,0.14092
2020-08-16,11892.80371,433.786621,1.001881,0.303492,18.804186,307.865295,63.826542,23.497101,,0.138471
2020-08-15,11865.69824,433.354919,1.001032,0.299661,19.098751,303.004211,59.927811,23.021751,,0.138303
2020-08-14,11768.87109,437.397827,1.001024,0.300371,16.926432,293.398041,56.753124,23.069792,,0.138338
2020-08-13,11784.1377,428.741791,1.02021,0.297807,17.326002,299.516388,57.741318,22.075546,,0.141245
2020-08-12,11584.93457,391.02417,1.013791,0.28493,16.621542,287.606781,54.968586,21.75145,,0.137398
2020-08-11,11410.52539,380.384064,1.003691,0.284449,13.10599,282.946259,54.386845,21.256945,,0.137436
2020-08-10,11878.11133,395.887573,1.001059,0.294659,13.441035,302.585541,58.288845,22.613796,,0.143855
2020-08-09,11675.73926,391.120453,1.00317,0.288653,13.853206,300.400848,57.13903,22.475536,,0.145244
2020-08-08,11754.0459,393.987366,1.000164,0.294022,12.689207,304.478882,58.129208,22.878119,,0.145781
2020-08-07,11601.47266,379.512848,1.002846,0.294664,10.063365,303.458588,57.245533,22.311546,,0.139155
2020-08-06,11779.77344,394.961945,1.000175,0.303584,10.140255,308.760315,59.164265,22.707661,,0.144048
2020-08-05,11747.02246,401.590576,1.003089,0.303311,9.558774,294.486633,59.010708,23.336216,,0.142695
2020-08-04,11205.89258,389.875488,1.000399,0.300493,9.821836,288.385864,57.533054,22.282587,,0.143018
2020-08-03,11246.34863,386.295166,1.001414,0.30994,9.164759,296.535248,58.468903,22.05501,,0.137335
2020-08-02,11053.61426,370.671722,0.997851,0.287062,8.271776,283.781982,56.641445,20.944887,,0.133505
2020-08-01,11759.59277,385.199707,0.997013,0.289529,8.304459,317.99646,61.293224,21.530432,,0.143573
2020-07-31,11323.4668,345.554657,1.000141,0.258904,7.772913,300.504517,57.998138,20.668146,,0.138798
2020-07-30,11111.21387,334.586639,1.001863,0.244522,7.416992,292.194183,56.643112,20.012735,,0.140588
2020-07-29,11100.46777,318.190887,1.00254,0.243099,7.116083,288.374146,55.172005,19.89559,,0.139879
2020-07-28,10912.82324,316.657257,1.000854,0.230277,7.223461,288.552094,55.575207,20.173548,,0.148598
2020-07-27,10990.87305,321.514099,1.001097,0.223672,7.095583,267.427612,52.950027,19.620327,,0.138771
2020-07-26,9905.166992,309.643616,0.998871,0.214982,7.499005,246.824432,47.978718,19.521025,,0.148108
2020-07-25,9677.113281,304.056763,0.998062,0.214102,7.657824,249.510101,48.804768,19.776423,,0.143578
2020-07-24,9536.892578,279.215424,0.998993,0.204049,7.432153,235.516464,44.182541,19.152901,,0.121888
2020-07-23,9581.072266,274.689056,0.998186,0.207578,7.874477,237.554047,44.850079,18.673296,,0.123773
2020-07-22,9525.363281,262.190643,1.000877,0.203342,7.466975,238.695038,44.936115,18.091908,,0.123922
2020-07-21,9374.887695,245.016724,0.998894,0.198988,7.281577,229.562057,43.61615,17.715408,,0.122965
2020-07-20,9164.231445,236.153168,1.000602,0.195065,7.272983,222.754318,41.975811,17.484709,,0.117924
2020-07-19,9185.817383,238.487518,0.998352,0.199135,8.06519,227.096436,42.552727,17.95578,,0.123712
2020-07-18,9159.040039,235.48381,0.998795,0.199341,7.95928,224.252899,42.425865,17.126711,,0.122477
2020-07-17,9151.392578,232.773087,0.999616,0.194281,8.280393,222.807755,41.912815,17.084974,,0.122486
2020-07-16,9132.227539,233.640884,0.99998,0.194048,8.337707,224.015839,42.035439,17.143843,,0.125922
2020-07-15,9192.836914,238.423523,0.999444,0.197111,8.643123,227.271515,43.278957,17.591215,,0.130369
2020-07-14,9243.213867,240.211487,0.999046,0.198809,8.103465,230.007889,43.802864,18.082909,,0.131963
2020-07-13,9243.614258,239.604584,0.999552,0.198575,7.182291,232.42865,43.919796,18.409565,,0.124156
2020-07-12,9276.5,242.131699,0.998634,0.200538,7.309184,236.769058,44.636101,18.236546,,0.126783
2020-07-11,9240.34668,239.458176,1.001052,0.201197,6.119687,236.662216,44.677078,17.622179,,0.125214
2020-07-10,9278.807617,240.984985,0.999986,0.198652,6.138475,237.920242,44.246117,17.261251,,0.118316
2020-07-09,9277.967773,243.015961,1.003075,0.20291,6.104311,238.85585,44.537457,16.884869,,0.124293
2020-07-08,9428.333008,246.670013,0.99986,0.204692,6.475725,243.230209,45.200745,17.227659,,0.129908
2020-07-07,9252.277344,239.075531,0.999207,0.184787,5.712817,237.146729,43.318245,16.770226,,0.117554
2020-07-06,9375.474609,241.510223,1.000236,0.188567,5.365053,241.632095,43.963493,16.29677,,0.105221
2020-07-05,9073.942383,227.664597,0.998899,0.177017,4.74217,221.843277,41.598076,15.480227,,0.098211
2020-07-04,9132.488281,229.074112,1.001078,0.177984,4.804558,225.327682,42.066532,15.55298,,0.099952
2020-07-03,9087.303711,225.38707,0.999521,0.176336,4.744167,221.562531,41.205135,15.291963,,0.096538
2020-07-02,9123.410156,229.392197,1.015718,0.177244,4.846618,222.303772,41.485733,15.53849,,0.094326
2020-07-01,9228.325195,231.113419,1.001561,0.176976,4.698256,223.686432,41.699245,15.82946,,0.095954
2020-06-30,9137.993164,226.315002,0.999904,0.17587,4.569189,221.991684,41.467793,15.413582,,0.083116
2020-06-29,9190.854492,228.19487,1.001984,0.177959,4.617929,225.197021,41.851032,15.505232,,0.08387
2020-06-28,9143.582031,225.347168,1.002515,0.177692,4.563483,222.712219,41.408268,15.420089,,0.080392
2020-06-27,9045.390625,222.959793,1.004031,0.176851,4.426552,218.40892,41.555561,15.185253,,0.077679
2020-06-26,9162.917969,229.668045,0.998956,0.182671,4.680805,230.107697,43.320786,15.749224,,0.080561
2020-06-25,9264.813477,232.944489,1.000102,0.18357,4.814206,232.41362,42.56353,15.922709,,0.081691
2020-06-24,9313.610352,235.772461,1.000303,0.184272,4.719017,233.155792,42.843826,16.02676,,0.082583
2020-06-23,9629.658203,244.142151,1.003038,0.18868,4.806252,240.808456,44.179279,16.422567,,0.08295
2020-06-22,9648.717773,242.533188,0.997925,0.189272,4.467934,239.789688,44.188004,16.475288,,0.08361
2020-06-21,9303.629883,228.989822,1.001363,0.18561,4.189149,231.286697,43.087444,16.001226,,0.078475
2020-06-20,9332.34082,229.274261,0.998884,0.1885,4.17077,231.904541,43.346813,16.04756,,0.079339
2020-06-19,9288.018555,227.13829,0.993829,0.18679,4.079962,232.331207,42.679832,15.907086,,0.079603
2020-06-18,9411.84082,232.101166,1.002018,0.190957,4.168981,236.962372,43.560131,16.20859,,0.082174
2020-06-17,9480.254883,233.028275,1.000372,0.193443,4.16367,240.453629,44.032356,16.402542,,0.083445
2020-06-16,9538.024414,234.416168,1.000333,0.191307,4.048714,237.528763,43.877258,16.421957,,0.079073
2020-06-15,9450.702148,229.928909,1.002178,0.193074,3.933903,236.271774,43.914295,16.384802,,0.078387
2020-06-14,9386.788086,234.1147,1.005447,0.191617,3.955013,238.761963,44.084526,16.656242,,0.076748
2020-06-13,9475.277344,238.908844,1.002078,0.193106,4.114653,241.161163,45.094559,16.823734,,0.079028
2020-06-12,9480.84375,237.49321,1.003116,0.193943,4.090942,242.238785,44.828053,16.66914,,0.079554
2020-06-11,9321.78125,231.702667,1.000601,0.19018,3.971212,236.437286,43.514709,16.308926,,0.07536
2020-06-10,9870.094727,247.444946,1.001436,0.202938,4.420301,257.252594,46.679977,17.410469,,0.083531
2020-06-09,9795.700195,244.911453,1.003469,0.202013,4.450149,255.304413,46.069412,17.435377,,0.083407
2020-06-08,9771.489258,246.309906,1.002137,0.203771,4.45783,255.118301,46.473972,17.39303,,0.08643
2020-06-07,9758.852539,245.167252,1.003014,0.203449,4.349933,254.335144,46.668003,17.447035,,0.086654
2020-06-06,9653.679688,241.93132,0.999303,0.203142,4.342623,253.270157,46.731956,17.535934,,0.086026
2020-06-05,9665.533203,241.221985,1.003026,0.204092,4.377437,256.755402,47.053146,17.688786,,0.085442
2020-06-04,9800.636719,244.426392,1.002509,0.204982,4.43302,256.684814,47.637596,17.565874,,0.089
2020-06-03,9656.717773,244.179321,1.000006,0.203663,4.490729,252.063614,47.172894,17.545406,,0.085439
2020-06-02,9529.803711,237.219055,0.997524,0.202764,4.386834,249.053223,45.923515,17.239304,,0.078456
2020-06-01,10167.26856,246.99176,1.001121,0.210249,4.380642,255.352188,48.125233,17.914942,,0.081168
2020-05-31,9461.058594,230.975708,0.998033,0.202906,4.129938,239.877029,45.591885,17.040472,,0.074352
2020-05-30,9700.414063,242.345596,1.000403,0.20622,4.168449,251.29953,47.538631,17.743418,,0.076958
2020-05-29,9439.124023,220.675125,1.003355,0.198348,3.986594,238.148346,44.652466,17.041628,,0.06466
2020-05-28,9525.750977,219.840439,1.001153,0.200595,4.025351,239.407532,44.758698,17.05934,,0.064559
2020-05-27,9181.017578,208.863434,1.004554,0.197857,3.857703,233.52095,43.861431,16.493284,,0.055183
2020-05-26,8835.052734,201.902313,0.998008,0.193975,3.836277,227.220871,42.432056,16.212547,,0.05343
2020-05-25,8906.93457,205.319748,1.003199,0.197327,3.869933,230.563828,42.946129,16.400908,,0.054011
2020-05-24,8790.368164,202.370346,1.001089,0.195431,3.836322,224.832199,42.448895,16.083437,,0.052641
2020-05-23,9209.287109,208.694397,1.005538,0.198856,3.955061,234.977356,44.033119,16.588194,,0.055322
2020-05-22,9182.577148,207.169189,1.002287,0.200343,4.070282,234.503189,44.207581,16.639593,,0.055833
2020-05-21,9081.761719,199.883606,1.002001,0.195509,3.847751,228.395905,42.742702,16.122381,,0.052246
2020-05-20,9522.981445,210.096741,0.998948,0.201707,4.071049,239.522751,44.172127,16.888025,,0.056875
2020-05-19,9729.038086,213.451111,0.996019,0.204028,3.922477,245.932434,45.38361,17.154665,,0.056449
2020-05-18,9726.575195,214.525055,1.001351,0.205176,3.885346,247.825302,45.201073,16.636265,,0.054252
2020-05-17,9670.739258,207.158691,1.00159,0.201255,3.784329,241.192062,43.640835,16.314646,,0.051343
2020-05-16,9377.013672,200.677124,1.000194,0.200032,3.760095,236.646011,43.212898,16.051781,,0.050932
2020-05-15,9328.197266,195.622665,1.003971,0.198911,3.674653,235.513962,42.833981,15.754375,,0.050463
2020-05-14,9733.72168,202.949097,0.99886,0.203129,3.799387,241.856796,43.945335,16.3578,,0.05089
2020-05-13,9269.987305,199.193283,1.000232,0.20148,3.760424,239.160126,43.13456,16.138878,,0.051472
2020-05-12,8804.477539,189.3125,1.000735,0.197637,3.692374,233.119675,42.111881,15.741054,,0.050421
2020-05-11,8601.795898,185.912842,0.998364,0.194064,3.585065,234.95459,41.699963,15.097545,,0.048108
2020-05-10,8756.430664,188.599564,1.001055,0.198176,3.761325,232.797882,42.367626,15.29567,,0.047677
2020-05-09,9593.896484,211.600128,1.004818,0.216902,4.040321,266.137299,47.274185,16.935961,,0.051736
2020-05-08,9842.666016,212.991577,1.003764,0.219827,3.822109,261.440796,47.882217,17.241476,,0.052303
2020-05-07,9951.518555,212.289398,1.002895,0.218917,3.754018,252.661285,47.330116,17.013199,,0.051106
2020-05-06,9268.761719,204.055786,1.017931,0.21521,3.636458,245.816116,45.942867,16.657045,,0.049767
2020-05-05,9003.070313,206.774399,1.000856,0.216463,3.687693,244.592316,46.787258,16.919775,,0.049358
2020-05-04,8912.654297,208.174011,1.006109,0.218963,3.7679,245.469772,47.473492,17.100756,,0.049664
2020-05-03,8897.46875,210.933151,1.003508,0.219414,3.722169,252.544479,48.267159,17.126299,,0.048929
2020-05-02,8988.59668,215.325378,1.003478,0.223914,3.822183,261.978973,49.458046,17.584904,,0.051014
2020-05-01,8864.766602,214.219101,1.008137,0.219248,3.783185,257.228241,47.791702,17.564993,,0.05126
2020-04-30,8658.553711,207.602051,1.005112,0.212761,3.720477,249.842957,46.71402,17.033976,,0.047846
2020-04-29,8801.038086,216.968231,1.008123,0.227432,3.906069,257.492432,49.181301,17.493774,,0.051695
2020-04-28,7807.058594,198.41539,1.007822,0.215484,3.675325,243.700989,46.028702,16.444286,,0.047195
2020-04-27,7795.601074,197.224716,1.004091,0.197978,3.641899,243.271652,44.710064,16.463213,,0.046601
2020-04-26,7679.867188,197.317535,1.000312,0.196805,3.716778,246.265579,44.689087,16.383768,,0.045879
2020-04-25,7569.936035,195.515305,1.00468,0.195054,3.803088,239.717865,44.714909,16.305418,,0.042408
2020-04-24,7550.900879,189.236938,1.007932,0.193665,3.804795,239.768692,44.810452,16.016418,,0.041868
2020-04-23,7429.724609,185.028671,0.997692,0.191711,3.72501,236.595947,42.937214,16.006208,,0.040605
2020-04-22,7117.20752,182.599579,1.000911,0.18797,3.678815,233.29985,41.887413,15.69316,,0.036559
2020-04-21,6880.323242,172.737701,1.006456,0.184328,3.476279,221.747437,41.040142,15.205772,,0.0347
2020-04-20,6881.958496,172.297165,1.004804,0.18349,3.458327,221.568283,40.828384,15.085403,,0.034177
2020-04-19,7189.424805,181.61496,1.007704,0.190859,3.637568,233.588791,42.63475,16.139933,,0.035816
2020-04-18,7257.665039,186.914001,1.000777,0.194925,3.783459,243.078995,44.362896,16.593174,,0.036553
2020-04-17,7096.18457,171.63858,1.006742,0.190202,3.477046,233.619507,42.745037,15.735083,,0.034573
2020-04-16,7116.804199,172.157379,1.002719,0.190104,3.468648,235.592789,42.689018,15.70273,,0.034408
2020-04-15,6642.109863,153.286896,0.999529,0.18127,3.129015,215.506866,39.589069,14.593927,,0.031863
2020-04-14,6842.427734,157.59639,0.996806,0.185335,3.236892,221.970337,41.053841,15.525076,,0.032974
2020-04-13,6845.037598,156.279556,1.000327,0.187732,3.369805,223.851898,41.204342,15.034427,,0.033107
2020-04-12,6971.091797,161.142426,1.008169,0.190135,3.462612,235.791962,42.450287,14.375111,,0.033806
2020-04-11,6859.083008,158.216019,0.998116,0.188063,3.282313,232.053436,42.319099,13.804288,,0.033354
2020-04-10,6865.493164,158.412445,1.000793,0.187464,3.2171,233.09082,42.269814,13.737723,,0.033215
2020-04-09,7302.089355,170.807144,1.003465,0.198257,3.321694,257.481598,46.384979,15.062604,,0.036198
2020-04-08,7334.098633,172.641739,0.999124,0.200869,3.139041,266.239716,46.319859,15.056076,,0.036314
2020-04-07,7176.414551,165.101944,0.998629,0.192093,2.717985,252.057327,44.667931,14.681547,,0.035137
2020-04-06,7271.78125,169.13588,0.992833,0.195506,2.513414,255.91951,44.391121,15.084521,,0.035616
2020-04-05,6791.129395,143.546646,1.00285,0.179406,2.277325,231.997986,40.670139,13.734117,,0.032003
2020-04-04,6867.527344,145.219391,1.004113,0.181732,2.326213,238.819336,40.675556,13.824528,,0.032505
2020-04-03,6733.387207,142.091309,1.001712,0.179467,2.305067,235.813339,40.359135,13.373008,,0.032295
2020-04-02,6793.624512,142.029144,1.000717,0.17864,2.301709,232.652786,39.874168,13.066639,,0.031984
2020-04-01,6606.776367,135.634552,1.004746,0.175323,2.27826,224.02095,39.380814,12.741603,,0.030855
2020-03-31,6438.644531,133.593567,1.003027,0.174563,2.270344,219.627594,39.299103,12.581606,,0.030553
2020-03-30,6429.841797,132.904541,1.006534,0.172171,2.15332,221.538101,39.13829,12.286843,,0.029873
2020-03-29,5922.042969,125.583733,1.001963,0.163829,2.025168,206.463501,37.332542,11.441221,,0.028249
2020-03-28,6242.193848,130.986496,0.999704,0.175783,2.136711,214.22467,38.873756,12.193112,,0.029771
2020-03-27,6469.79834,133.937943,1.013318,0.176195,2.174971,217.583344,38.918476,12.523256,,0.029301
2020-03-26,6716.44043,138.361557,0.998483,0.175019,2.295138,226.82312,40.160599,13.21761,,0.030727
2020-03-25,6681.062988,136.195892,0.998594,0.161633,2.259675,220.440353,39.151222,12.3243,,0.029438
2020-03-24,6734.803711,138.761444,1.000473,0.162255,2.307897,227.246094,40.490646,12.401219,,0.030163
2020-03-23,6416.314941,134.911606,0.996812,0.157419,2.237793,219.330475,38.765766,12.117715,,0.029082
2020-03-22,5830.254883,123.321144,0.999032,0.150214,1.988865,203.672287,35.628056,11.158229,,0.027089
2020-03-21,6185.066406,132.81871,1.00095,0.158179,2.271615,219.367508,38.342327,12.057991,,0.029414
2020-03-20,6198.77832,132.737167,0.997556,0.156868,2.2479,214.424942,38.131954,11.875867,,0.029368
2020-03-19,6191.192871,136.593857,1.003193,0.165037,2.246666,221.268555,39.073765,12.27964,,0.030451
2020-03-18,5238.438477,114.84227,0.974248,0.1431,1.8877,179.092331,33.684177,10.119137,,0.025336
2020-03-17,5225.629395,113.942749,0.976145,0.144524,1.842805,180.326385,33.563869,10.077175,,0.025243
2020-03-16,5014.47998,110.605873,0.997004,0.141063,1.779877,170.736649,32.876217,9.38605,,0.024121
2020-03-15,5392.314941,125.214302,1.001987,0.153902,2.109211,178.311279,36.437092,10.436018,,0.02712
2020-03-14,5200.366211,123.306023,1.001621,0.147292,2.143518,167.584717,34.396587,10.14045,,0.026009
2020-03-13,5563.707031,133.201813,0.999629,0.159352,2.421134,176.49472,37.437954,10.833057,,0.028437
2020-03-12,4970.788086,112.347122,1.053585,0.139635,2.064779,152.224991,30.930883,9.600166,,0.023961
2020-03-11,7911.430176,194.86853,0.998806,0.208096,3.817517,266.855469,48.463787,16.524834,,0.039649
2020-03-10,7909.729492,200.767242,1.001721,0.212235,4.084932,271.71524,50.25639,16.875654,,0.041495
